"codigo","lat","e/w","lon","n/s","nome sem acento","uf","nome original","altitude","area"
1541,"-19.50.34","W","-42.46.36","S","dionisio","MG","Dionísio",355.000,344.400
1542,"-26.15.18","W","-53.38.23","S","dionisio cerqueira","SC","Dionísio Cerqueira",830.000,377.100
1543,"-16.14.03","W","-51.15.20","S","diorama","GO","Diorama",506.000,689.600
1544,"-20.27.58","W","-50.36.22","S","dirce reis","SP","Dirce Reis",402.000,88.600
1545,"-09.20.17","W","-42.25.40","S","dirceu arcoverde","PI","Dirceu Arcoverde",740.000,1035.200
1546,"-10.41.19","W","-37.08.54","S","divina pastora","SE","Divina Pastora",78.000,93.000
1547,"-20.59.25","W","-43.00.14","S","divinesia","MG","Divinésia",753.000,118.700
1548,"-20.36.52","W","-42.08.55","S","divino","MG","Divino",660.000,339.700
1549,"-18.46.40","W","-41.28.47","S","divino das laranjeiras","MG","Divino das Laranjeiras",240.000,343.700
1550,"-20.37.12","W","-41.41.09","S","divino de sao lourenco","ES","Divino de São Lourenço",680.000,175.900
1551,"-21.39.41","W","-46.44.21","S","divinolandia","SP","Divinolândia",1040.000,222.900
1552,"-18.48.04","W","-42.36.52","S","divinolandia de minas","MG","Divinolândia de Minas",748.000,159.900
1553,"-20.08.20","W","-44.53.02","S","divinopolis","MG","Divinópolis",712.000,711.000
1554,"-13.17.42","W","-46.23.35","S","divinopolis de goias","GO","Divinópolis de Goiás",620.000,834.300
1555,"-09.47.59","W","-49.12.50","S","divinopolis do tocantins","TO","Divinópolis do Tocantins",270.000,2357.200
1556,"-15.43.32","W","-41.20.42","S","divisa alegre","MG","Divisa Alegre",975.000,119.000
1557,"-21.30.40","W","-46.11.45","S","divisa nova","MG","Divisa Nova",877.000,217.200
1558,"-15.43.32","W","-41.00.00","S","divisopolis","MG","Divisópolis",910.000,568.000
1559,"-21.31.00","W","-48.23.38","S","dobrada","SP","Dobrada",575.000,150.500
1560,"-22.21.58","W","-48.22.49","S","dois corregos","SP","Dois Córregos",673.000,634.200
1561,"-29.34.49","W","-51.05.07","S","dois irmaos","RS","Dois Irmãos",166.000,73.000
1562,"-27.39.33","W","-53.31.53","S","dois irmaos das missoes","RS","Dois Irmãos das Missões",527.000,249.800
1563,"-20.40.47","W","-55.17.46","S","dois irmaos do buriti","MS","Dois Irmãos do Buriti",320.000,2351.200
1564,"-09.15.30","W","-49.03.52","S","dois irmaos do tocantins","TO","Dois Irmãos do Tocantins",241.000,3772.600
1565,"-28.59.01","W","-51.50.13","S","dois lajeados","RS","Dois Lajeados",450.000,123.300
1566,"-09.23.33","W","-37.06.02","S","dois riachos","AL","Dois Riachos",245.000,142.300
1567,"-25.44.01","W","-53.03.26","S","dois vizinhos","PR","Dois Vizinhos",509.000,418.900
1568,"-20.07.23","W","-50.30.48","S","dolcinopolis","SP","Dolcinópolis",463.000,78.400
1569,"-15.48.38","W","-54.55.04","S","dom aquino","MT","Dom Aquino",283.000,2212.700
1570,"-13.45.37","W","-41.46.17","S","dom basilio","BA","Dom Basílio",440.000,655.400
1571,"-16.39.07","W","-46.16.15","S","dom bosco","MG","Dom Bosco",610.000,824.500
1572,"-19.22.26","W","-42.06.23","S","dom cavati","MG","Dom Cavati",358.000,69.300
1573,"-04.17.06","W","-47.30.18","S","dom eliseu","PA","Dom Eliseu",180.000,5297.400
1574,"-06.57.34","W","-41.38.28","S","dom expedito lopes","PI","Dom Expedito Lopes",405.000,189.100
1575,"-30.42.15","W","-52.06.27","S","dom feliciano","RS","Dom Feliciano",154.000,1263.000
1576,"-09.00.08","W","-41.58.25","S","dom inocencio","PI","Dom Inocêncio",340.000,3383.100
1577,"-18.58.02","W","-43.15.21","S","dom joaquim","MG","Dom Joaquim",546.000,407.900
1578,"-12.54.18","W","-39.11.33","S","dom macedo costa","BA","Dom Macedo Costa",192.000,91.600
1579,"-30.58.58","W","-54.40.23","S","dom pedrito","RS","Dom Pedrito",141.000,5194.800
1580,"-05.02.00","W","-44.26.30","S","dom pedro","MA","Dom Pedro",142.000,759.900
1581,"-29.22.10","W","-49.50.59","S","dom pedro de alcantara","RS","Dom Pedro de Alcântara",37.000,79.400
1582,"-20.09.36","W","-42.58.04","S","dom silverio","MG","Dom Silvério",519.000,195.600
1583,"-22.15.16","W","-45.09.40","S","dom vicoso","MG","Dom Viçoso",923.000,113.400
1584,"-20.21.48","W","-40.39.33","S","domingos martins","ES","Domingos Martins",620.000,1240.400
1585,"-04.15.14","W","-41.16.13","S","domingos mourao","PI","Domingos Mourão",150.000,836.500
1586,"-26.59.05","W","-49.43.32","S","dona emma","SC","Dona Emma",370.000,146.600
1587,"-21.18.59","W","-42.48.38","S","dona euzebia","MG","Dona Euzébia",222.000,54.600
1588,"-29.37.18","W","-53.21.26","S","dona francisca","RS","Dona Francisca",49.000,105.300
1589,"-06.36.12","W","-35.17.30","S","dona ines","PB","Dona Inês",421.000,74.100
1590,"-21.06.32","W","-44.01.23","S","dores de campos","MG","Dores de Campos",931.000,127.700
1591,"-19.03.30","W","-42.55.45","S","dores de guanhaes","MG","Dores de Guanhães",497.000,383.000
1592,"-19.27.48","W","-45.36.06","S","dores do indaia","MG","Dores do Indaiá",723.000,1113.900
1593,"-20.41.20","W","-41.50.43","S","dores do rio preto","ES","Dores do Rio Preto",770.000,153.600
1594,"-20.58.32","W","-43.11.21","S","dores do turvo","MG","Dores do Turvo",672.000,231.900
1595,"-20.17.13","W","-45.54.12","S","doresopolis","MG","Doresópolis",679.000,153.500
1596,"-08.26.50","W","-40.46.16","S","dormentes","PE","Dormentes",492.000,1392.100
1597,"-22.02.25","W","-54.36.46","S","douradina","MS","Douradina",553.000,281.400
1598,"-23.22.51","W","-53.17.30","S","douradina","PR","Douradina",406.000,420.200
1599,"-22.06.00","W","-48.19.03","S","dourado","SP","Dourado",706.000,206.500
1600,"-18.25.53","W","-47.36.31","S","douradoquara","MG","Douradoquara",713.000,314.300
1601,"-22.13.16","W","-54.48.20","S","dourados","MS","Dourados",430.000,4096.900
1602,"-23.33.21","W","-52.13.05","S","doutor camargo","PR","Doutor Camargo",381.000,118.600
1603,"-27.30.21","W","-54.21.39","S","doutor mauricio cardoso","RS","Doutor Maurício Cardoso",282.000,253.300
1604,"-26.42.52","W","-49.29.00","S","doutor pedrinho","SC","Doutor Pedrinho",530.000,375.000
1605,"-29.05.09","W","-51.59.30","S","doutor ricardo","RS","Doutor Ricardo",499.000,110.200
1606,"-06.05.40","W","-38.22.29","S","doutor severiano","RN","Doutor Severiano",370.000,118.700
1607,"-24.34.05","W","-49.25.11","S","doutor ulysses","PR","Doutor Ulysses",795.000,780.200
1608,"-16.43.13","W","-52.19.10","S","doverlandia","GO","Doverlândia",509.000,3218.200
1609,"-21.28.57","W","-51.31.58","S","dracena","SP","Dracena",421.000,489.300
1610,"-22.24.52","W","-49.24.14","S","duartina","SP","Duartina",520.000,265.000
1611,"-22.03.04","W","-42.31.18","S","duas barras","RJ","Duas Barras",530.000,343.500
1612,"-06.41.06","W","-35.25.06","S","duas estradas","PB","Duas Estradas",144.000,22.600
1613,"-11.20.38","W","-49.16.14","S","duere","TO","Dueré",235.000,3465.800
1614,"-21.14.11","W","-47.58.24","S","dumont","SP","Dumont",595.000,111.200
1615,"-04.09.20","W","-42.56.40","S","duque bacelar","MA","Duque Bacelar",74.000,310.000
1616,"-22.47.08","W","-43.18.42","S","duque de caxias","RJ","Duque de Caxias",19.000,465.700
1617,"-20.12.12","W","-41.47.52","S","durande","MG","Durandé",705.000,218.500
1618,"-22.25.46","W","-50.12.02","S","echapora","SP","Echaporã",700.000,515.900
1619,"-18.22.24","W","-40.49.50","S","ecoporanga","ES","Ecoporanga",260.000,2290.000
1620,"-17.25.26","W","-49.39.48","S","edealina","GO","Edealina",578.000,605.600
1621,"-17.20.18","W","-49.55.53","S","edeia","GO","Edéia",601.000,1466.300
1622,"-06.39.37","W","-69.52.25","S","eirunepe","AM","Eirunepé",124.000,15946.000
1623,"-23.47.13","W","-54.17.01","S","eldorado","MS","Eldorado",342.000,1020.400
1624,"-24.31.12","W","-48.06.29","S","eldorado","SP","Eldorado",62.000,1660.300
1625,"-30.05.02","W","-51.36.58","S","eldorado do sul","RS","Eldorado do Sul",19.000,520.100
1626,"-06.06.15","W","-49.21.19","S","eldorado dos carajas","PA","Eldorado dos Carajás",140.000,2969.500
1627,"-06.12.07","W","-42.08.25","S","elesbao veloso","PI","Elesbão Veloso",203.000,1323.400
1628,"-23.02.34","W","-47.22.26","S","elias fausto","SP","Elias Fausto",605.000,202.000
1629,"-08.05.48","W","-43.39.49","S","eliseu martins","PI","Eliseu Martins",258.000,1022.000
1630,"-21.09.56","W","-49.06.42","S","elisiario","SP","Elisiário",494.000,93.000
1631,"-12.56.47","W","-39.31.18","S","elisio medrado","BA","Elísio Medrado",390.000,200.300
1632,"-21.36.36","W","-45.33.55","S","eloi mendes","MG","Elói Mendes",907.000,499.500
1633,"-07.06.28","W","-37.42.56","S","emas","PB","Emas",268.000,238.100
1634,"-20.58.57","W","-48.50.08","S","embauba","SP","Embaúba",570.000,83.900
1635,"-23.38.56","W","-46.51.08","S","embu","SP","Embu",775.000,70.300
1636,"-23.49.56","W","-46.48.41","S","embu-guacu","SP","Embu-Guaçu",742.000,155.800
1637,"-21.49.59","W","-51.28.59","S","emilianopolis","SP","Emilianópolis",354.000,223.900
1638,"-29.14.10","W","-51.52.11","S","encantado","RS","Encantado",58.000,140.800
1639,"-06.06.38","W","-38.18.19","S","encanto","RN","Encanto",212.000,125.000
1640,"-15.31.53","W","-40.54.34","S","encruzilhada","BA","Encruzilhada",650.000,2048.200
1641,"-30.32.38","W","-52.31.19","S","encruzilhada do sul","RS","Encruzilhada do Sul",432.000,3422.000
1642,"-25.56.32","W","-53.09.52","S","eneas marques","PR","Enéas Marques",758.000,195.000
1643,"-23.47.50","W","-52.16.09","S","engenheiro beltrao","PR","Engenheiro Beltrão",470.000,474.400
1644,"-19.13.10","W","-42.02.46","S","engenheiro caldas","MG","Engenheiro Caldas",231.000,188.600
1645,"-22.29.18","W","-47.12.54","S","engenheiro coelho","SP","Engenheiro Coelho",655.000,110.100
1646,"-17.16.47","W","-43.57.00","S","engenheiro navarro","MG","Engenheiro Navarro",671.000,634.100
1647,"-22.32.59","W","-43.40.42","S","engenheiro paulo de frontin","RJ","Engenheiro Paulo de Frontin",395.000,139.400
1648,"-27.42.29","W","-52.54.46","S","engenho velho","RS","Engenho Velho",506.000,73.700
1649,"-19.37.31","W","-42.13.50","S","entre folhas","MG","Entre Folhas",495.000,86.100
1650,"-11.56.31","W","-38.05.04","S","entre rios","BA","Entre Rios",162.000,1169.300
1651,"-26.43.25","W","-52.33.38","S","entre rios","SC","Entre Rios",400.000,105.400
1652,"-20.40.15","W","-44.03.56","S","entre rios de minas","MG","Entre Rios de Minas",957.000,464.100
1653,"-24.42.16","W","-54.14.03","S","entre rios do oeste","PR","Entre Rios do Oeste",230.000,131.900
1654,"-27.31.41","W","-52.43.57","S","entre rios do sul","RS","Entre Rios do Sul",605.000,118.600
1655,"-28.21.32","W","-54.16.04","S","entre-ijuis","RS","Entre-Ijuís",215.000,552.900
1656,"-07.26.00","W","-70.01.24","S","envira","AM","Envira",135.000,13381.000
1657,"-11.01.44","W","-68.44.29","S","epitaciolandia","AC","Epitaciolândia",0.000,1659.300
1658,"-06.56.42","W","-36.43.06","S","equador","RN","Equador",572.000,313.100
1659,"-27.51.19","W","-52.18.07","S","erebango","RS","Erebango",763.000,157.300
1660,"-27.38.03","W","-52.16.26","S","erechim","RS","Erechim",783.000,763.200
1661,"-06.01.55","W","-38.20.55","S","erere","CE","Ererê",200.000,323.000
1662,"-13.25.04","W","-42.08.25","S","erico cardoso","BA","Érico Cardoso",688.000,704.000
1663,"-28.58.57","W","-49.38.37","S","ermo","SC","Ermo",16.000,64.900
1664,"-28.29.56","W","-52.34.24","S","ernestina","RS","Ernestina",493.000,294.200
1665,"-27.23.26","W","-52.34.14","S","erval grande","RS","Erval Grande",763.000,285.100
1666,"-27.32.57","W","-53.30.15","S","erval seco","RS","Erval Seco",425.000,345.500
1667,"-27.16.32","W","-51.26.31","S","erval velho","SC","Erval Velho",674.000,231.700
1668,"-20.50.24","W","-42.39.26","S","ervalia","MG","Ervália",730.000,358.100
1669,"-08.21.33","W","-35.13.25","S","escada","PE","Escada",109.000,350.300
1670,"-28.03.13","W","-51.11.25","S","esmeralda","RS","Esmeralda",956.000,1282.300
1671,"-19.45.45","W","-44.18.50","S","esmeraldas","MG","Esmeraldas",760.000,912.300
1672,"-20.39.01","W","-41.54.26","S","espera feliz","MG","Espera Feliz",772.000,326.400
1673,"-07.01.59","W","-35.51.26","S","esperanca","PB","Esperança",631.000,146.200
1674,"-27.21.19","W","-53.59.32","S","esperanca do sul","RS","Esperança do Sul",387.000,146.300
1675,"-23.43.26","W","-53.48.39","S","esperanca nova","PR","Esperança Nova",377.000,141.400
1676,"-03.54.06","W","-42.14.01","S","esperantina","PI","Esperantina",59.000,926.500
1677,"-05.20.34","W","-48.30.41","S","esperantina","TO","Esperantina",0.000,482.500
1678,"-04.52.00","W","-44.42.30","S","esperantinopolis","MA","Esperantinópolis",90.000,774.100
1679,"-25.25.28","W","-52.50.08","S","espigao alto do iguacu","PR","Espigão Alto do Iguaçu",618.000,395.600
1680,"-11.31.29","W","-61.00.46","S","espigao d'oeste","RO","Espigão d'Oeste",270.000,4523.800
1681,"-14.55.34","W","-42.49.09","S","espinosa","MG","Espinosa",570.000,1867.400
1682,"-06.19.56","W","-35.18.34","S","espirito santo","RN","Espírito Santo",44.000,158.000
1683,"-22.02.47","W","-45.57.03","S","espirito santo do dourado","MG","Espírito Santo do Dourado",907.000,264.500
1684,"-22.06.57","W","-46.40.58","S","espirito santo do pinhal","SP","Espírito Santo do Pinhal",870.000,391.400
1685,"-22.41.32","W","-49.25.49","S","espirito santo do turvo","SP","Espírito Santo do Turvo",520.000,191.800
1686,"-11.47.46","W","-37.56.42","S","esplanada","BA","Esplanada",142.000,1408.500
1687,"-28.43.29","W","-52.50.59","S","espumoso","RS","Espumoso",357.000,887.500
1688,"-27.54.39","W","-52.15.36","S","estacao","RS","Estação",680.000,96.700
1689,"-11.16.06","W","-37.26.18","S","estancia","SE","Estância",53.000,649.600
1690,"-29.38.54","W","-51.10.26","S","estancia velha","RS","Estância Velha",44.000,51.600
1691,"-29.51.41","W","-51.10.45","S","esteio","RS","Esteio",11.000,27.600
1692,"-22.27.46","W","-46.01.02","S","estiva","MG","Estiva",560.000,245.900
1693,"-22.16.17","W","-46.56.41","S","estiva gerbi","SP","Estiva Gerbi",590.000,73.900
1694,"-06.33.38","W","-47.27.04","S","estreito","MA","Estreito",153.000,2727.700
1695,"-29.30.07","W","-51.57.59","S","estrela","RS","Estrela",39.000,184.200
1696,"-21.44.31","W","-42.27.40","S","estrela dalva","MG","Estrela Dalva",218.000,132.200
1697,"-20.17.16","W","-50.24.03","S","estrela d'oeste","SP","Estrela d'Oeste",456.000,297.100
1698,"-09.23.25","W","-36.45.36","S","estrela de alagoas","AL","Estrela de Alagoas",0.000,265.500
1699,"-19.31.20","W","-45.47.15","S","estrela do indaia","MG","Estrela do Indaiá",721.000,637.200
1700,"-13.52.06","W","-49.04.21","S","estrela do norte","GO","Estrela do Norte",453.000,302.700
1701,"-22.29.17","W","-51.39.37","S","estrela do norte","SP","Estrela do Norte",409.000,263.900
1702,"-18.44.44","W","-47.41.34","S","estrela do sul","MG","Estrela do Sul",765.000,822.900
1703,"-29.10.36","W","-53.09.33","S","estrela velha","RS","Estrela Velha",394.000,283.100
1704,"-10.30.27","W","-39.00.57","S","euclides da cunha","BA","Euclides da Cunha",472.000,2383.800
1705,"-22.33.41","W","-52.35.25","S","euclides da cunha paulista","SP","Euclides da Cunha Paulista",265.000,578.600
1706,"-28.31.34","W","-54.08.57","S","eugenio de castro","RS","Eugênio de Castro",315.000,421.400
1707,"-21.05.55","W","-42.11.12","S","eugenopolis","MG","Eugenópolis",194.000,311.500
1708,"-16.22.39","W","-39.34.49","S","eunapolis","BA","Eunápolis",189.000,1197.300
1709,"-03.53.24","W","-38.27.02","S","eusebio","CE","Eusébio",28.000,78.000
1710,"-21.33.04","W","-43.30.36","S","ewbank da camara","MG","Ewbank da Câmara",778.000,104.100
1711,"-22.51.17","W","-46.19.06","S","extrema","MG","Extrema",973.000,243.700
1712,"-05.42.20","W","-35.18.26","S","extremoz","RN","Extremoz",41.000,135.300
1713,"-07.30.43","W","-39.43.27","S","exu","PE","Exu",523.000,1500.300
1714,"-07.21.18","W","-35.46.30","S","fagundes","PB","Fagundes",505.000,235.900
1715,"-28.52.51","W","-51.41.51","S","fagundes varela","RS","Fagundes Varela",610.000,132.200
1716,"-15.26.46","W","-50.21.38","S","faina","GO","Faina",360.000,1951.800
1717,"-21.24.23","W","-45.49.43","S","fama","MG","Fama",776.000,87.900
1718,"-20.48.30","W","-42.01.47","S","faria lemos","MG","Faria Lemos",380.000,162.800
1719,"-06.55.50","W","-39.33.56","S","farias brito","CE","Farias Brito",337.000,476.800
1720,"-02.10.17","W","-56.44.42","S","faro","PA","Faro",31.000,11820.000
1721,"-24.05.59","W","-52.37.24","S","farol","PR","Farol",600.000,289.500
1722,"-29.13.30","W","-51.20.52","S","farroupilha","RS","Farroupilha",783.000,393.900
1723,"-23.23.18","W","-49.30.36","S","fartura","SP","Fartura",516.000,430.300
1724,"-09.00.51","W","-42.41.11","S","fartura do piaui","PI","Fartura do Piauí",0.000,727.900
1725,"-10.36.00","W","-38.13.00","S","fatima","BA","Fátima",100.000,297.500
1726,"-10.45.34","W","-48.54.29","S","fatima","TO","Fátima",342.000,384.400
1727,"-22.22.27","W","-54.30.50","S","fatima do sul","MS","Fátima do Sul",352.000,316.000
1728,"-24.00.01","W","-51.19.10","S","faxinal","PR","Faxinal",840.000,703.400
1729,"-29.34.29","W","-53.26.41","S","faxinal do soturno","RS","Faxinal do Soturno",53.000,165.900
1730,"-26.51.10","W","-52.15.37","S","faxinal dos guedes","SC","Faxinal dos Guedes",1005.000,280.300
1731,"-27.25.27","W","-52.40.23","S","faxinalzinho","RS","Faxinalzinho",742.000,143.800
1732,"-16.10.59","W","-50.46.47","S","fazenda nova","GO","Fazenda Nova",476.000,1285.700
1733,"-25.39.27","W","-49.18.29","S","fazenda rio grande","PR","Fazenda Rio Grande",910.000,120.800
1734,"-29.35.22","W","-51.49.30","S","fazenda vilanova","RS","Fazenda Vilanova",145.000,85.500
1735,"-08.09.51","W","-70.21.13","S","feijo","AC","Feijó",153.000,22722.000
1736,"-14.12.46","W","-44.16.52","S","feira da mata","BA","Feira da Mata",40.000,1661.800
1737,"-12.16.00","W","-38.58.00","S","feira de santana","BA","Feira de Santana",234.000,1338.100
1738,"-09.54.01","W","-36.40.39","S","feira grande","AL","Feira Grande",220.000,156.600
1739,"-07.57.03","W","-35.23.21","S","feira nova","PE","Feira Nova",154.000,118.800
1740,"-10.15.51","W","-37.18.47","S","feira nova","SE","Feira Nova",241.000,189.300
1741,"-06.57.36","W","-46.41.08","S","feira nova do maranhao","MA","Feira Nova do Maranhão",331.000,1668.800
1742,"-18.04.38","W","-43.14.49","S","felicio dos santos","MG","Felício dos Santos",740.000,360.000
1743,"-05.36.09","W","-37.41.19","S","felipe guerra","RN","Felipe Guerra",40.000,283.300
1744,"-16.38.19","W","-40.45.41","S","felisburgo","MG","Felisburgo",638.000,596.000
1745,"-18.45.29","W","-44.53.56","S","felixlandia","MG","Felixlândia",614.000,1558.200
1746,"-29.27.03","W","-51.18.23","S","feliz","RS","Feliz",68.000,92.700
1747,"-10.17.31","W","-36.18.22","S","feliz deserto","AL","Feliz Deserto",6.000,92.200
1748,"-12.23.10","W","-54.55.11","S","feliz natal","MT","Feliz Natal",370.000,11493.000
1749,"-23.54.58","W","-51.58.45","S","fenix","PR","Fênix",365.000,234.300
1750,"-25.24.48","W","-50.32.51","S","fernandes pinheiro","PR","Fernandes Pinheiro",824.000,414.600
1751,"-19.09.13","W","-42.04.55","S","fernandes tourinho","MG","Fernandes Tourinho",250.000,152.900
1752,"-03.50.25","W","-32.24.39","S","fernando de noronha","PE","Fernando de Noronha",38.000,18.400
1753,"-06.09.07","W","-44.53.35","S","fernando falcao","MA","Fernando Falcão",210.000,3981.100
1754,"-05.41.50","W","-36.31.52","S","fernando pedroza","RN","Fernando Pedroza",133.000,325.100
1755,"-21.15.52","W","-48.41.07","S","fernando prestes","SP","Fernando Prestes",545.000,170.600
1756,"-20.17.02","W","-50.14.47","S","fernandopolis","SP","Fernandópolis",535.000,551.100
1757,"-22.21.31","W","-49.31.15","S","fernao","SP","Fernão",558.000,100.600
1758,"-23.32.27","W","-46.22.07","S","ferraz de vasconcelos","SP","Ferraz de Vasconcelos",755.000,28.500
1759,"-00.51.30","W","+51.10.48","N","ferreira gomes","AP","Ferreira Gomes",50.000,5072.200
1760,"-07.26.51","W","-35.14.39","S","ferreiros","PE","Ferreiros",96.000,86.000
1761,"-19.13.55","W","-43.01.24","S","ferros","MG","Ferros",425.000,1093.500
1762,"-20.43.32","W","-42.16.44","S","fervedouro","MG","Fervedouro",697.000,358.300
1763,"-23.50.57","W","-50.24.11","S","figueira","PR","Figueira",620.000,123.700
1764,"-12.07.51","W","-49.10.27","S","figueiropolis","TO","Figueirópolis",291.000,1938.900
1765,"-15.26.42","W","-58.44.25","S","figueiropolis d'oeste","MT","Figueirópolis d'Oeste",300.000,894.100
1766,"-10.44.34","W","-40.07.55","S","filadelfia","BA","Filadélfia",424.000,566.200
1767,"-07.20.10","W","-47.29.25","S","filadelfia","TO","Filadélfia",169.000,1996.500
1768,"-14.59.07","W","-39.55.25","S","firmino alves","BA","Firmino Alves",353.000,160.000
1769,"-16.34.55","W","-50.18.18","S","firminopolis","GO","Firminópolis",685.000,407.500
1770,"-09.11.51","W","-35.46.51","S","flexeiras","AL","Flexeiras",78.000,317.100
1771,"-26.15.37","W","-53.18.13","S","flor da serra do sul","PR","Flor da Serra do Sul",905.000,258.500
1772,"-26.46.39","W","-53.20.51","S","flor do sertao","SC","Flor do Sertão",302.000,65.200
1773,"-21.40.33","W","-51.23.03","S","flora rica","SP","Flora Rica",382.000,225.700
1774,"-23.19.01","W","-52.18.13","S","florai","PR","Floraí",482.000,196.200
1775,"-06.07.38","W","-36.49.05","S","florania","RN","Florânia",315.000,509.500
1776,"-20.40.36","W","-50.08.43","S","floreal","SP","Floreal",518.000,204.200
1777,"-07.52.05","W","-37.58.29","S","flores","PE","Flores",466.000,963.800
1778,"-29.01.44","W","-51.10.54","S","flores da cunha","RS","Flores da Cunha",756.000,293.300
1779,"-14.26.55","W","-47.03.01","S","flores de goias","GO","Flores de Goiás",440.000,3722.800
1780,"-07.47.28","W","-42.55.38","S","flores do piaui","PI","Flores do Piauí",300.000,1047.400
1781,"-08.36.04","W","-38.34.07","S","floresta","PE","Floresta",316.000,3690.300
1782,"-23.35.56","W","-52.04.52","S","floresta","PR","Floresta",392.000,159.400
1783,"-14.51.36","W","-39.39.35","S","floresta azul","BA","Floresta Azul",186.000,352.900
1784,"-07.33.13","W","-49.42.45","S","floresta do araguaia","PA","Floresta do Araguaia",190.000,3458.700
1785,"-07.28.08","W","-41.47.38","S","floresta do piaui","PI","Floresta do Piauí",180.000,168.400
1786,"-19.53.22","W","-44.25.57","S","florestal","MG","Florestal",776.000,194.900
1787,"-22.51.48","W","-51.23.14","S","florestopolis","PR","Florestópolis",515.000,248.600
1788,"-06.46.01","W","-43.01.21","S","floriano","PI","Floriano",112.000,3403.700
1789,"-27.51.38","W","-52.05.04","S","floriano peixoto","RS","Floriano Peixoto",662.000,162.500
1790,"-27.35.48","W","-48.32.57","S","florianopolis","SC","Florianópolis",3.000,436.500
1791,"-23.05.14","W","-51.57.13","S","florida","PR","Flórida",460.000,82.900
1792,"-21.36.53","W","-51.10.25","S","florida paulista","SP","Flórida Paulista",410.000,526.300
1793,"-22.54.12","W","-50.44.16","S","florinia","SP","Florínia",360.000,227.900
1794,"-02.30.50","W","-66.05.30","S","fonte boa","AM","Fonte Boa",62.000,12165.000
1795,"-28.58.58","W","-52.20.45","S","fontoura xavier","RS","Fontoura Xavier",773.000,576.100
1796,"-20.27.52","W","-45.25.35","S","formiga","MG","Formiga",841.000,1503.800
1797,"-30.00.01","W","-53.29.57","S","formigueiro","RS","Formigueiro",129.000,587.800
1798,"-15.32.14","W","-47.20.04","S","formosa","GO","Formosa",916.000,5827.700
1799,"-06.26.07","W","-46.11.27","S","formosa da serra negra","MA","Formosa da Serra Negra",288.000,3674.200
1800,"-24.17.34","W","-53.18.45","S","formosa do oeste","PR","Formosa do Oeste",422.000,274.900
1801,"-11.02.54","W","-45.11.35","S","formosa do rio preto","BA","Formosa do Rio Preto",490.000,16514.000
1802,"-26.38.49","W","-52.47.39","S","formosa do sul","SC","Formosa do Sul",500.000,95.500
1803,"-13.39.13","W","-48.52.55","S","formoso","GO","Formoso",569.000,847.400
1804,"-14.56.48","W","-46.13.55","S","formoso","MG","Formoso",839.000,3833.400
1805,"-11.47.48","W","-49.31.44","S","formoso do araguaia","TO","Formoso do Araguaia",240.000,13510.000
1806,"-03.47.54","W","-40.15.38","S","forquilha","CE","Forquilha",99.000,548.400
1807,"-28.44.51","W","-49.28.20","S","forquilhinha","SC","Forquilhinha",42.000,184.000
1808,"-03.43.02","W","-38.32.35","S","fortaleza","CE","Fortaleza",21.000,313.800
1809,"-20.50.57","W","-46.43.05","S","fortaleza de minas","MG","Fortaleza de Minas",856.000,220.700
1810,"-09.03.26","W","-48.31.08","S","fortaleza do tabocao","TO","Fortaleza do Tabocão",0.000,623.600
1811,"-06.57.50","W","-46.10.38","S","fortaleza dos nogueiras","MA","Fortaleza dos Nogueiras",430.000,1657.400
1812,"-28.47.50","W","-53.13.22","S","fortaleza dos valos","RS","Fortaleza dos Valos",406.000,689.600
1813,"-04.27.07","W","-37.47.50","S","fortim","CE","Fortim",15.000,279.700
1814,"-05.44.00","W","-44.09.30","S","fortuna","MA","Fortuna",215.000,692.500
1815,"-19.33.40","W","-44.26.49","S","fortuna de minas","MG","Fortuna de Minas",740.000,198.700
1816,"-25.32.52","W","-54.35.17","S","foz do iguacu","PR","Foz do Iguaçu",164.000,590.300
1817,"-25.38.30","W","-52.06.10","S","foz do jordao","PR","Foz do Jordão",820.000,243.800
1818,"-27.01.34","W","-50.55.17","S","fraiburgo","SC","Fraiburgo",1048.000,435.500
1819,"-20.32.19","W","-47.24.03","S","franca","SP","Franca",996.000,609.000
1820,"-06.23.45","W","-42.15.43","S","francinopolis","PI","Francinópolis",245.000,256.700
1821,"-24.03.57","W","-53.50.52","S","francisco alves","PR","Francisco Alves",331.000,320.500
1822,"-06.37.23","W","-42.41.34","S","francisco ayres","PI","Francisco Ayres",125.000,627.000
1823,"-16.59.33","W","-42.21.07","S","francisco badaro","MG","Francisco Badaró",398.000,472.500
1824,"-26.04.52","W","-53.03.18","S","francisco beltrao","PR","Francisco Beltrão",570.000,719.200
1825,"-06.04.42","W","-38.07.10","S","francisco dantas","RN","Francisco Dantas",224.000,187.900
1826,"-17.18.54","W","-44.14.03","S","francisco dumont","MG","Francisco Dumont",635.000,1558.400
1827,"-07.19.50","W","-40.47.18","S","francisco macedo","PI","Francisco Macedo",360.000,136.700
1828,"-23.16.54","W","-46.44.43","S","francisco morato","SP","Francisco Morato",792.000,49.300
1829,"-16.28.33","W","-43.29.18","S","francisco sa","MG","Francisco Sá",656.000,2758.800
1830,"-06.59.34","W","-41.08.16","S","francisco santos","PI","Francisco Santos",270.000,566.400
1831,"-17.57.35","W","-42.00.31","S","franciscopolis","MG","Franciscópolis",380.000,706.500
